iter	MultiClass
215	0.1281338886
216	0.1279461309
217	0.1277631716
218	0.1275047225
219	0.1272429107
220	0.1269947867
221	0.1267739338
222	0.1265746271
223	0.1263392621
224	0.1262787937
225	0.1259252055
226	0.1256822525
227	0.1254428244
228	0.1252088011
229	0.1250138951
230	0.1248735944
231	0.1246597427
232	0.1244339037
233	0.1241108945
234	0.123803293
235	0.1235962778
236	0.1233459396
237	0.1229877815
238	0.122812158
239	0.1225741932
240	0.1224150362
241	0.1221671516
242	0.1218820602
243	0.1216072864
244	0.121346235
245	0.1210476164
246	0.1208128863
247	0.1206287321
248	0.1204083849
249	0.1202196901
250	0.1198449708
251	0.1197068884
252	0.1194874963
253	0.1192143794
254	0.1190454587
255	0.1187911939
256	0.1186117531
257	0.1184279383
258	0.1180653997
259	0.1179020437
260	0.1176918412
261	0.1173213288
262	0.1169916173
263	0.1168487999
264	0.1167145381
265	0.1165478056
266	0.1163904963
267	0.1161962667
268	0.1160415899
269	0.1159003386
270	0.1157032819
271	0.1155737768
272	0.1153968069
273	0.1151384718
274	0.115011116
275	0.1147275595
276	0.1145344429
277	0.1142953315
278	0.1141387324
279	0.1139665401
280	0.1137758038
281	0.1136249852
282	0.1134548667
283	0.1132556584
284	0.1129605165
285	0.1127736633
286	0.112638137
287	0.1123629139
288	0.1122149979
289	0.1120146242
290	0.1117777989
291	0.1116628316
292	0.1115217487
293	0.1113182094
294	0.1110820154
295	0.1109580523
296	0.1106917538
297	0.1105328894
298	0.1103420605
299	0.11018796
300	0.1099663771
301	0.1097760789
302	0.1095319639
303	0.1094293803
304	0.1092362948
305	0.1090491005
306	0.1087981661
307	0.1086579481
308	0.1083970341
309	0.108270086
310	0.1081107857
311	0.1079662166
312	0.107825956
313	0.107574914
314	0.1073897118
315	0.1072393397
316	0.1070547633
317	0.1068778625
318	0.1067899639
319	0.1066770687
320	0.1065179546
321	0.1064221738
322	0.1062024761
323	0.1060767254
324	0.1058586703
325	0.1056992962
326	0.1055418309
327	0.1052882498
328	0.1051730386
329	0.1050315049
330	0.1047783209
331	0.1045161566
332	0.1043862693
333	0.1041557147
334	0.1039987877
335	0.1038918723
336	0.1037177363
337	0.1036058535
338	0.1034395276
339	0.103159227
340	0.1030143311
341	0.1029277113
342	0.1027085529
343	0.102549056
344	0.1022289276
345	0.1020735936
346	0.1018211798
347	0.1016122923
348	0.1014191026
349	0.1012392701
350	0.1010925149
351	0.1008446368
352	0.1007415135
353	0.1004983719
354	0.1003157675
355	0.1001860026
356	0.09999294725
357	0.09979903521
358	0.09958919215
359	0.09932740207
360	0.09908213974
361	0.09892089525
362	0.09883273462
363	0.09864354265
364	0.09846003877
365	0.09832862974
366	0.09804963897
367	0.09787683223
368	0.09771972659
369	0.09752800922
370	0.09734829412
371	0.09725109835
372	0.09710704368
373	0.09694502254
374	0.09686389571
375	0.09670474049
376	0.09659757957
377	0.09649679106
378	0.09636954926
379	0.0962122756
380	0.09603168535
381	0.09577455697
382	0.09568673723
383	0.09557326268
384	0.09546069873
385	0.09533061843
386	0.09516516055
387	0.09495703122
388	0.09475216636
389	0.09465419391
390	0.0945450289
391	0.09447405359
392	0.09432321059
393	0.09414189467
394	0.09402798784
395	0.09387578321
396	0.09367480736
397	0.09342698654
398	0.09329956026
399	0.09317313305
400	0.09300733885
401	0.09284861859
402	0.09269135068
403	0.0924829556
404	0.09234532872
405	0.09213504078
406	0.09202982712
407	0.0918650893
408	0.09176334101
409	0.09163966716
410	0.091463159
411	0.09134455486
412	0.09121992275
413	0.09115945329
414	0.09093824875
415	0.09082451846
416	0.09069229026
417	0.09057934177
418	0.09048496969
419	0.09032676909
420	0.09022911383
421	0.09009932425
422	0.08999065937
423	0.08988610275
424	0.08973577102
425	0.08959403572
426	0.08949200112
427	0.08936718487
428	0.0892787622
429	0.08911673457
430	0.08889712602
431	0.08881477374
432	0.08869059779
433	0.08854998477
434	0.08845736738
435	0.08837465967
436	0.08828318557
437	0.08815470935
438	0.08797133762
439	0.08786823924
440	0.08773520734
441	0.08762147842
442	0.08751294761
443	0.08743451413
444	0.08727129217
445	0.08720008278
446	0.0871030297
447	0.08687624044
448	0.08678072266
449	0.08666903874
450	0.08650779173
451	0.08641650448
452	0.08635794554
453	0.08621872952
454	0.08611564204
455	0.08600669447
456	0.08586220525
457	0.0857336002
458	0.0856217999
459	0.08551805818
460	0.08537009554
461	0.08528337843
462	0.08522603642
463	0.08510094942
464	0.08493166485
465	0.08479091094
466	0.08466169921
467	0.08455620048
468	0.08450517185
469	0.08436232426
470	0.08425180902
471	0.08409873614
472	0.08403458508
473	0.08381212869
474	0.08371075646
475	0.0835218032
476	0.08339271045
477	0.08325978828
478	0.08317171515
479	0.08308559881
480	0.08297637515
481	0.08279994224
482	0.08265612008
483	0.08252790863
484	0.08241761903
485	0.082333288
486	0.08221265081
487	0.08205944143
488	0.08199529673
489	0.081927973
490	0.08180447647
491	0.08168461139
492	0.08159850203
493	0.08139767451
494	0.08130724648
495	0.08116075933
496	0.08100325127
497	0.08084745236
498	0.08076072383
499	0.08061457862
500	0.08055560519
501	0.08051759001
502	0.08041951328
503	0.08030470026
504	0.08022050922
505	0.08014027458
506	0.08002226005
507	0.07992643258
508	0.07982915216
509	0.07968103181
510	0.07950728349
511	0.07940682773
512	0.07932539516
513	0.07919370574
514	0.07904784242
515	0.07896692434
516	0.07889683233
517	0.07870549885
518	0.07858699866
519	0.07840517854
520	0.07825645951
521	0.07820816981
522	0.07808569037
523	0.07793356941
524	0.07781603449
525	0.07775073138
526	0.07765309863
527	0.07753338845
528	0.07746373956
529	0.07739728243
530	0.07722725401
531	0.07715729634
532	0.07710659478
533	0.07706287471
534	0.07695839833
535	0.0767834825
536	0.07664003524
537	0.07654085826
538	0.07643814941
539	0.07636290454
540	0.07616063582
541	0.07604819452
542	0.07597216533
543	0.0757993017
544	0.07566649481
545	0.0756093017
546	0.07548318731
547	0.07537654076
548	0.07521626847
549	0.07513400987
550	0.07502348559
551	0.07488417581
552	0.07477847561
553	0.0746174005
554	0.07450046943
555	0.07433689345
556	0.07422233757
557	0.07416189329
558	0.07405465441
559	0.07399582338
560	0.07388318136
561	0.07380130613
562	0.07373732358
563	0.07365456652
564	0.07350807424
565	0.07340771607
566	0.07331383086
567	0.07314939048
568	0.07304646574
569	0.07296887827
570	0.07286024813
571	0.07280740468
572	0.07271137154
573	0.0726038439
574	0.07245501043
575	0.07238300804
576	0.07226660183
577	0.07212936761
578	0.07201622191
579	0.07191126586
580	0.07180853943
581	0.07172511764
582	0.07166877231
583	0.07151512273
584	0.07145887095
585	0.07133252085
586	0.07125703827
587	0.07114619968
588	0.07106280518
589	0.07094763595
590	0.07087227047
591	0.07075382082
592	0.07066040827
593	0.07057018125
594	0.07048007425
595	0.0703978145
596	0.0703353402
597	0.07026894349
598	0.07018978347
599	0.07011589944
600	0.07005894667
601	0.06997144471
602	0.06991624921
603	0.06981116543
604	0.06969898941
605	0.06955475728
606	0.06946913193
607	0.06939017211
608	0.06928725722
609	0.06918527205
610	0.06909899191
611	0.06895548161
612	0.06884871272
613	0.06877142422
614	0.06867178618
615	0.06861127439
616	0.06852381931
617	0.06840662366
618	0.06834077689
619	0.06825140082
620	0.06820457366
621	0.06813061172
622	0.06803572712
623	0.06793661972
624	0.06787855794
625	0.06781268682
626	0.06775216346
627	0.0676901198
628	0.06760498057
629	0.06746481712
630	0.06734565408
631	0.06719371608
632	0.06712665697
633	0.06708402577
634	0.06700097734
635	0.06693191511
636	0.06679228704
637	0.06670338039
638	0.06663175006
639	0.06653873985
640	0.06644242299
641	0.06640832615
642	0.06629346975
643	0.06624515065
644	0.06614768266
645	0.06606267117
646	0.06596535221
647	0.06582249207
648	0.06572252463
649	0.06564556611
650	0.06555157887
651	0.0654592332
652	0.06536636056
653	0.06530278226
654	0.06523416776
655	0.06511015376
656	0.06502988709
657	0.06492861813
658	0.06487001576
659	0.0647759911
660	0.06471795237
661	0.06466822023
662	0.06454802457
663	0.06444965613
664	0.0643629632
665	0.0642935282
666	0.06412379042
667	0.06403673047
668	0.0639848263
669	0.06393846188
670	0.06382000994
671	0.06372243448
672	0.06366212506
673	0.06357979368
674	0.06352988449
675	0.06347392513
676	0.06338008057
677	0.06327621376
678	0.06319880921
679	0.06311801828
680	0.06301970667
681	0.06295409054
682	0.06289485167
683	0.06280730537
684	0.06271956739
685	0.06265225514
686	0.06254410982
687	0.06244961821
688	0.06235054794
689	0.06226262013
690	0.06222548923
691	0.06212618502
692	0.06206044902
693	0.06197555753
694	0.06188340766
695	0.06176823827
696	0.06170590825
697	0.06161879864
698	0.06153450294
699	0.06148833514
700	0.06140473786
701	0.06131837121
702	0.06124790536
703	0.06117576405
704	0.0611140238
705	0.0610115392
706	0.06095866177
707	0.06082122049
708	0.06078119798
709	0.06070278423
710	0.06067432523
711	0.06061965611
712	0.0605793963
713	0.06051787335
714	0.06045869345
715	0.06039431814
716	0.06035205599
717	0.06028508161
718	0.0602271824
719	0.06017217597
720	0.06012051944
721	0.06006190114
722	0.0599604459
723	0.0598982628
724	0.05981713787
725	0.05975614136
726	0.05965585985
727	0.05960669325
728	0.0595668414
729	0.05947373296
730	0.05939862832
731	0.0593463563
732	0.05928071999
733	0.05924414256
734	0.05912814196
735	0.05904363135
736	0.05894054206
737	0.05884791795
738	0.05879641588
739	0.05868874864
740	0.05865506283
741	0.058588962
742	0.05854019976
743	0.05846249327
744	0.05835178522
745	0.05824296399
746	0.05813709946
747	0.05804394979
748	0.05794976319
749	0.05784330888
750	0.05775112818
751	0.0576981691
752	0.05764135928
753	0.05758101103
754	0.05747921126
755	0.05742341815
756	0.05736623838
757	0.05726799875
758	0.05720321302
759	0.05714049279
760	0.0570381881
761	0.05700591395
762	0.05693787352
763	0.05689040226
764	0.05685177793
765	0.05676352428
766	0.05668331944
767	0.05662265278
768	0.05656552348
769	0.05640070936
770	0.05635568219
771	0.05632790088
772	0.05627799522
773	0.0562103178
774	0.05608607035
775	0.05602189601
776	0.05594127776
777	0.05588704224
778	0.05583541718
779	0.05578965748
780	0.05569658914
781	0.05566145809
782	0.05549057115
783	0.05541763394
784	0.05536715278
785	0.05531073438
786	0.05517163898
787	0.05512950411
788	0.05509866055
789	0.05502598387
790	0.05495140682
791	0.05487139789
792	0.05481535585
793	0.05470759296
794	0.05464946935
795	0.0545992236
796	0.0545482941
797	0.05449318848
798	0.05444138216
799	0.05435657046
800	0.05430212998
801	0.05420179891
802	0.05413210575
803	0.05405761527
804	0.05399643289
805	0.05395883656
806	0.05389326188
807	0.05379307978
808	0.05375209511
809	0.05366936175
810	0.05357406919
811	0.05350857809
812	0.05345916745
813	0.05340452687
814	0.05336549472
815	0.05333423756
816	0.05323744915
817	0.05318318822
818	0.05310494373
819	0.05303695315
820	0.05297774581
821	0.05292536826
822	0.05287208131
823	0.05277976797
824	0.05269954588
825	0.052658478
826	0.05262580441
827	0.05259448714
828	0.05256649883
829	0.05248667875
830	0.05244949502
831	0.05237756896
832	0.05229806074
833	0.05219599998
834	0.0521543008
835	0.05210326779
836	0.05197625226
837	0.05191196025
838	0.05187053602
839	0.05184338622
840	0.05175187011
841	0.05169164662
842	0.05160626164
843	0.05155695214
844	0.05153310673
845	0.05144354597
846	0.05136889507
847	0.05134108728
848	0.05129682722
849	0.05126337654
850	0.05121097524
851	0.05117884367
852	0.05112322101
853	0.05105587426
854	0.05098241783
855	0.05094353241
856	0.05084095491
857	0.05077261019
858	0.05071695933
859	0.05068152631
860	0.05064982283
861	0.05059058353
862	0.05054951074
863	0.05049554463
864	0.05044645262
865	0.05040901947
866	0.05037050154
867	0.05031176911
868	0.0502514206
869	0.05017206295
870	0.05011739847
871	0.05006673403
872	0.04997983428
873	0.0499038426
874	0.04982576929
875	0.04980244526
876	0.04975628515
877	0.04969928032
878	0.04966271461
879	0.04958609162
880	0.04953939734
881	0.04947561729
882	0.04943048869
883	0.04936583225
884	0.04930975613
885	0.04924891825
886	0.04922878261
887	0.04915932348
888	0.04906994411
889	0.04904067792
890	0.04899513741
891	0.04894880034
892	0.04887120543
893	0.0488231111
894	0.04876468761
895	0.04872159399
896	0.04863224864
897	0.04861112883
898	0.04856268764
899	0.0484859951
900	0.04846221668
901	0.04841890615
902	0.04839134948
903	0.04833090265
904	0.04826363355
905	0.04820077626
906	0.04815702834
907	0.04811655403
908	0.04807385791
909	0.04798996309
910	0.0479536828
911	0.04788026254
912	0.0478500875
913	0.04776779577
914	0.04769766629
915	0.04764423897
916	0.04758381349
917	0.04755648522
918	0.0475072715
919	0.04743576978
920	0.0473738861
921	0.04733919604
922	0.04730096501
923	0.04725392449
924	0.04721837556
925	0.04718692826
926	0.04714657812
927	0.0470820447
928	0.04702339059
929	0.04694679649
930	0.04691913215
931	0.04687713544
932	0.04680689554
933	0.04674993724
934	0.04669574616
935	0.04664685973
936	0.04658982897
937	0.04655202352
938	0.04648826145
939	0.04644123468
940	0.04636843767
941	0.04630244641
942	0.04623868797
943	0.04616368643
944	0.04614379868
945	0.04611369905
946	0.04605769097
947	0.04600266433
948	0.04596006342
949	0.04589409995
950	0.04585853154
951	0.04582588519
952	0.0457837554
953	0.045731919
954	0.0456634385
955	0.04564020416
956	0.04559835251
957	0.04554397984
958	0.04551150226
959	0.04543777805
960	0.04539833685
961	0.04538337694
962	0.04531320638
963	0.04524826147
964	0.04520076989
965	0.04514813816
966	0.04513284859
967	0.04507862631
968	0.04500964209
969	0.04493437886
970	0.04487180807
971	0.04482045581
972	0.04474335156
973	0.04469196755
974	0.04461850909
975	0.04456805309
976	0.04454400982
977	0.04451375207
978	0.04447167897
979	0.04443194135
980	0.04437774986
981	0.04431937934
982	0.0442543928
983	0.04421463939
984	0.04417820554
985	0.04413520968
986	0.04409562633
987	0.04401714116
988	0.04395413766
989	0.04391740753
990	0.04388478433
991	0.04384544431
992	0.04379192417
993	0.04376034286
994	0.04370678241
995	0.04365854517
996	0.0436176269
997	0.0435902116
998	0.0435527939
999	0.04352027905
